"location","source","target","ID","fuzzy","context","translator_comments","developer_comments"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:2069","susan_35e16df2","","","False","","","susan ""Yes, sir. Thank you."" id susan_35e16df2"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:2076","dum_192d0827","","","False","","","dum ""The first of September promises to be quite the date. Fortunately, not for me..."" id dum_192d0827"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:2081","markus_ac2055a4","","","False","","","markus ""Fascinating. My joy does not seem to lessen, even after reading it three times."" id markus_ac2055a4"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:2083","markus_aad31c3f","","","False","","","markus ""\""Dear Marcus Redblack...\"""" id markus_aad31c3f"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:2085","markus_062a6299","","","False","","","markus ""\""...your appointment as Head Medicus of Hogwarts School of Witchcraft and Wizardry has been confirmed...\"""" id markus_062a6299"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:2087","markus_dd8195ef","","","False","","","markus ""Ah, music to my ears... \""Your appointment as Head Medicus\""!"" id markus_dd8195ef"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:2089","markus_d4491313","","","False","","","markus ""Oh, I must get started right away. To the Headmaster's office! My lovely innocent witches, here I come..."" id markus_d4491313"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:2095","markus_56c6809c","","","False","","","markus ""Hmm, that girl did not seem pleased, best to avoid going there again for now."" id markus_56c6809c"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:2098","markus_e9a3e512","","","False","","","markus ""Ah, I remember that backside, as if it was yesterday. Well, it was."" id markus_e9a3e512"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:2101","markus_2c3409c7","","","False","","","markus ""Best to wait for a formal introduction, due to my poor wording. Surely that will smooth things over."" id markus_2c3409c7"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:2104","markus_611bc38b","","","False","","","markus ""I still can't feel my fingers. I think I'll pass..."" id markus_611bc38b"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:2111","dum_61c9e744","","","False","","","dum ""You may enter."" id dum_61c9e744"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:2120","dum_d5c463dd","","","False","","","dum ""Oh, Salazar. I almost didn't recognise you. I hope you weren't kept waiting for long."" id dum_d5c463dd"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:2122","markus_bfc16016","","","False","","","markus ""Not at all, Professor. However, I prefer not to be called Salazar anymore, but Marcus."" id markus_bfc16016"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:2124","dum_3a2894bf","","","False","","","dum ""I understand. You must forgive an old man for his habits."" id dum_3a2894bf"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:2126","markus_aedab222","","","False","","","markus ""Not a problem, sir. With your permission, I would like to assume my new position as soon as possible. When can I begin?"" id markus_aedab222"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:2128","dum_3199a28c","","","False","","","dum ""Professor McGonagall will see to it tomorrow. I am afraid this is to be my last day here. Still, if you have any pressing questions, go ahead."" id dum_3199a28c"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:2135","markus_f23e6172","","","False","","","markus ""I'd like to know when I can begin regular check-ups so I can update the students' medical profiles."" id markus_f23e6172"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:2137","dum_acbc4691","","","False","","","dum ""There is no hurry. Madam Pomfrey recently updated all those records."" id dum_acbc4691"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:2138","dum_fb8e7c0d","","","False","","","dum ""You will have plenty of time to become accustomed to your new position."" id dum_fb8e7c0d"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:2140","markus_471d7570","","","False","","","markus ""Oh, fantastic news!"" id markus_471d7570"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:2142","markus_8b050559","","","False","","","markus ""(Not.)"" id markus_8b050559"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:2147","markus_66f79d91","","","False","","","markus ""Sir, I'm grateful to be here, don't get me wrong, but I don't understand why I was called so soon. School won't commence again until autumn."" id markus_66f79d91"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:2149","dum_9503ba87","","","False","","","dum ""During the summer break, you will have to deal with administrative and disciplinary matters."" id dum_9503ba87"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:2150","dum_7732db9b","","","False","","","dum ""Professor McGonagall will advise you on the details."" id dum_7732db9b"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:2155","markus_51c86869","","","False","","","markus ""Sir, are you retiring? This..."" id markus_51c86869"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:2156","dum_898ea718","","","False","","","dum ""Is great news?"" id dum_898ea718"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:2157","markus_e55f15c3","","","False","","","markus ""I didn't mean it that way... Are you going away for long?"" id markus_e55f15c3"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:2159","dum_cf566d93","","","False","","","dum ""Not at all, young Salazar, it is just a sabbatical. Don't worry. These walls stood long before me. And will stand for at least as long after."" id dum_cf566d93"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:2161","markus_c45149a7","","","False","","","markus ""So, someone is to take up your position?"" id markus_c45149a7"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:2163","dum_956df2bf","","","False","","","dum ""Of course. I have a list of candidates. For the time being it will be up to the Ministry to find a temporary replacement, however."" id dum_956df2bf"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:2168","markus_3ff10ef5","","","False","","","markus ""With your permission, I'd like to ask a few questions regarding my professional responsibilities. I am curious about a few aspects of my new position."" id markus_3ff10ef5"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:2170","dum_235fdd9e","","","False","","","dum ""Yes, of course. What would you like to know?"" id dum_235fdd9e"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:2177","markus_89b618c8","","","False","","","markus ""As I remember, there is some kind of spell, {i}Ripe Apple{/i}, that prevents deflowering students on school premises. Would you mind explaining it to me in detail?"" id markus_89b618c8"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:2179","dum_a687ab5d","","","False","","","dum ""Yes, well. I suppose it is not our most popular invention. It has, however, met with unanimous support from parents. A part of the IMVOIS rule book, of course."" id dum_a687ab5d"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:2181","dum_2a1f9ae3","","","False","","","dum ""The moment a female student is sorted, the \""Ripe Apple\"" spell becomes active on her. And even the most persistent young man will not be able to... ah... despoil her."" id dum_2a1f9ae3"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:2183","markus_6e2e6eab","","","False","","","markus ""(That's what concerns me - just how could you access the tastiest of fruits?)"" id markus_6e2e6eab"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:2184","markus_ffbef434","","","False","","","markus ""(Maybe the Forbidden Forest isn't such a bad idea. No one would hear the moans... He-he!)"" id markus_ffbef434"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:2186","markus_f88e1863","","","False","","","markus ""Sir, there are certain scenarios where I might find the need to break the hymen. This concerns me."" id markus_f88e1863"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:2188","dum_3842c897","","","False","","","dum ""As Head Medicus you will have the authority to make that decision. Do not let it trouble you."" id dum_3842c897"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:2193","markus_9018b328","","","False","","","markus ""I'm concerned that certain medical procedures would conflict with the general rules of \""IMVOIS\""."" id markus_9018b328"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:2194","markus_8a379cd5","","","False","","","markus ""Couldn't these rules prevent me from treating students?"" id markus_8a379cd5"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:2196","dum_19160290","","","False","","","dum ""Your medical practise supersedes \""Violation of Intimate Secrets\""."" id dum_19160290"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:2198","markus_8622e24e","","","False","","","markus ""So I can ignore IMVOIS?"" id markus_8622e24e"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:2200","dum_259adecd","","","False","","","dum ""These rules do not apply to medical personnel. Be aware that most of our female students might initially feel uncomfortable. They're used to the idea that only other women are allowed to touch them."" id dum_259adecd"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:2202","markus_3c5474bb","","","False","","","markus ""(Oh trust me, I will be very delicate!)"" id markus_3c5474bb"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:2206","markus_0544671c","","","False","","","markus ""Sir... My job will sometimes require that I make controversial decisions and perform procedures that an untrained person wouldn't understand. Is there any way to avoid these complications?"" id markus_0544671c"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:2208","dum_90eb62b0","","","False","","","dum ""Ah, well things were simpler a while back. Before IMVOIS, it was up to the teachers to ensure that no one misbehaved."" id dum_90eb62b0"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:2210","dum_c70c8ae5","","","False","","","dum ""But after an incident involving... well, sexual assault... The Council, in their wisdom, decided to institute a new set of rules, and a web of spells to enforce them."" id dum_c70c8ae5"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:2212","dum_9a71fba4","","","False","","","dum ""This is what is known as the IMVOIS Codex, which prohibits all sexual contact between members of the opposite sex not already in a relationship, amongst other things."" id dum_9a71fba4"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:2214","dum_2f062d64","","","False","","","dum ""The Codex presumes the male party to be always the aggressor, and thus blocks his wand by means of a blue light."" id dum_2f062d64"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:2216","dum_7a337818","","","False","","","dum ""As you might guess, it was initially controversial, but the passage of time has also proven it to be effective."" id dum_7a337818"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:2218","dum_2984f4c0","","","False","","","dum ""Still, we must always be mindful of our inner demons."" id dum_2984f4c0"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:2220","dum_79c194f1","","","False","","","dum ""In order not to set off the precautions."" id dum_79c194f1"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:2222","markus_0496823d","","","False","","","markus ""Erm..."" id markus_0496823d"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:2224","markus_8291e5c6","","","False","","","markus ""If you say so. I must go back to Hogsmeade and pack my things. Tomorrow, I will get the keys from professor McGonagall and begin my work."" id markus_8291e5c6"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:2226","dum_de8fad33","","","False","","","dum ""Good luck, Salazar. I hope that your time here proves to be pleasant."" id dum_de8fad33"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:2232","markus_79abed52","","","False","","","markus ""Finally, I am the Head Medicus!"" id markus_79abed52"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:2234","markus_3edc4e7f","","","False","","","markus ""Perhaps a bit of celebration is in order. Where can I get some easygoing witches? And I shouldn't forget about the wine..."" id markus_3edc4e7f"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:2236","markus_0d401951","","","False","","","markus ""Oh, and maybe meet with Minerva as well. And, I should leave this notice on the board. Who knows where my deep knowledge in medicine might be needed!"" id markus_0d401951"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:2244","markus_da87cd3b","","","False","","","markus ""Look at that, plenty of space for my notice. Though I did hope to find something interesting..."" id markus_da87cd3b"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:2255","macgon_e0338c73","","","False","","","macgon ""Please, come in."" id macgon_e0338c73"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:2261","markus_ca736f99","","","False","","","markus ""Professor, I was just looking for you."" id markus_ca736f99"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:2263","macgon_9c4d127f","","","False","","","macgon ""Oh, Sally, welcome! You've grown so much!"" id macgon_9c4d127f"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:2268","markus_e48063bb","","","False","","","markus ""Good morning. Professor Dumbledore directed me to you..."" id markus_e48063bb"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:2271","markus_fc1e7ec1","","","False","","","markus ""Well... in some sense, yes. I spoke with Dumbledore yesterday..."" id markus_fc1e7ec1"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:2274","markus_bcede9cf","","","False","","","markus ""And you... umm... look great. Now, the Headmaster lead me to believe..."" id markus_bcede9cf"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:2277","macgon_310c8f0c","","","False","","","macgon ""Has he already informed you?"" id macgon_310c8f0c"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:2282","markus_bd297f5c","","","False","","","markus ""Yes, so I'm at your beck and call, so to speak. And I will need..."" id markus_bd297f5c"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:2284","macgon_a0525e58","","","False","","","macgon ""There is no rush. Summer has just started, after all. Just relax and study the..."" id macgon_a0525e58"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:2286","markus_92c42e9f","","","False","","","markus ""...medical profiles?"" id markus_92c42e9f"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:2288","macgon_c1127e62","","","False","","","macgon ""...decrees and letters from the Ministry... what?"" id macgon_c1127e62"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:2290","markus_d9980c7c","","","False","","","markus ""What?"" id markus_d9980c7c"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:2292","macgon_0c629916","","","False","","","macgon ""Medical profiles? No, Sally. I appreciate your zeal, but you are the headmaster now, and even though it's only a temporary appointment, you cannot hold two positions at once."" id macgon_0c629916"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:2295","markus_0d868142","","","False","","","markus ""Hold on, hold just a second. Temporary Headmaster? Professor, you must be mistaken."" id markus_0d868142"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:2297","macgon_a4fd097d","","","False","","","macgon ""Please, read this. It just arrived from the Ministry."" id macgon_a4fd097d"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:2304","markus_1096c4e9","","","False","","","markus ""...WHAT IN MERLIN'S NAME?!"" id markus_1096c4e9"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:2306","markus_e6d74393","","","False","","","markus ""\""...you have been appointed as temporary headmaster\""?"" id markus_e6d74393"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:2308","macgon_60e28fd0","","","False","","","macgon ""As written. The Ministry decided it was a waste of time looking for other candidates and decided to promote someone internally."" id macgon_60e28fd0"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:2311","markus_d54035d8","","","False","","","markus ""What? Internally? I just got hired!"" id markus_d54035d8"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:2314","markus_62abe3cb","","","False","","","markus ""No, he didn't have time. I hope you can give me the details..."" id markus_62abe3cb"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:2316","macgon_f3387eb5","","","False","","","macgon ""Yes, of course..."" id macgon_f3387eb5"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:2317","markus_528a4048","","","False","","","markus ""Great, excuse me, I am a bit... nervous."" id markus_528a4048"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:2319","macgon_70bd6d0e","","","False","","","macgon ""I understand. Then it would be best if you read it all yourself. All the details are in here."" id macgon_70bd6d0e"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:2325","markus_c436efa0","","","False","","","markus ""Oh, the Ministry? Even they are involved! I guess these are their congratulations?"" id markus_c436efa0"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:2327","markus_171f0c68","","","False","","","markus ""\""Dear Marcus Redblack...\"" Aha... Are you sure this is for me??"" id markus_171f0c68"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:2328","markus_ef6f421c","","","False","","","markus ""It says..."" id markus_ef6f421c"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:2329","markus_e6d74393_1","","","False","","","markus ""\""...you have been appointed as temporary headmaster\""?"" id markus_e6d74393_1"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:2331","macgon_daa4a811","","","False","","","macgon ""That is correct. The Ministry decided it was a waste of time looking for other candidates and decided to promote someone internally."" id macgon_daa4a811"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:2334","markus_d54035d8_1","","","False","","","markus ""What? Internally? I just got hired!"" id markus_d54035d8_1"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:2348","markus_f49c5910","","","False","","","markus ""Headmaster? Great! What a brilliant plan, professor! Absolutely brilliant... Now say \""Gotcha!\"""" id markus_f49c5910"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:2350","macgon_01ab1ac8","","","False","","","macgon ""I'm quite serious, young man."" id macgon_01ab1ac8"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:2352","markus_64158239","","","False","","","markus ""But... Wait... How?"" id markus_64158239"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:2354","macgon_68a370fc","","","False","","","macgon ""You see... The headmaster isn't allowed to hold multiple positions. And you are the only one that can afford to abandon his current duties."" id macgon_68a370fc"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:2356","markus_57e2050f","","","False","","","markus ""What do you mean? I am the head nurse of this school! Where will people get their medical attention, if not with me?"" id markus_57e2050f"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:2358","macgon_9ffe096d","","","False","","","macgon ""For the time being, at St. Mungo's."" id macgon_9ffe096d"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:2360","markus_98d059f5","","","False","","","markus ""This has to be a joke!"" id markus_98d059f5"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:2364","markus_54b39de8","","","False","","","markus ""Tell me, is Dumbledore even aware of all this?"" id markus_54b39de8"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:2366","macgon_2fb3c135","","","False","","","macgon ""The Council made its decision yesterday. Dumbledore has already left, but I'm sure he'd have no objections."" id macgon_2fb3c135"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:2368","markus_dc124905","","","False","","","markus ""And what about me, what if I object?"" id markus_dc124905"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:2370","macgon_f24bf059","","","False","","","macgon ""Of course you can always resign as a member of Hogwarts staff..."" id macgon_f24bf059"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:2372","markus_59e6598c","","","False","","","markus ""Hogwarts staff, huh? So, I either go along with all this, or you throw me out?"" id markus_59e6598c"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:2374","macgon_6ef86d6c","","","False","","","macgon ""That's a rather cynical way of putting it."" id macgon_6ef86d6c"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:2376","macgon_65281a69","","","False","","","macgon ""But not wrong."" id macgon_65281a69"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:2380","markus_eb5e91fd","","","False","","","markus ""Just to be clear: I am still hired, only not as a nurse, but as... headmaster?"" id markus_eb5e91fd"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:2382","macgon_e4939263","","","False","","","macgon ""Temporary..."" id macgon_e4939263"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:2384","markus_c918900b","","","False","","","markus ""Yes, yes, temporary. And you still claim this is entirely serious?"" id markus_c918900b"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:2386","macgon_6660b0a2","","","False","","","macgon ""Evidently."" id macgon_6660b0a2"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:2388","markus_eaed2cbc","","","False","","","markus ""Does this mean I won't be practising any medicine?"" id markus_eaed2cbc"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:2395","macgon_c496b8c8","","","False","","","macgon ""Well, we won't be stopping you from running your private clinic. I myself was very interested in your services."" id macgon_c496b8c8"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:2397","markus_3491c01e","","","False","","","markus ""I see."" id markus_3491c01e"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:2412","macgon_e3e77746","","","False","","","macgon ""You look like you've grown a lot..."" id macgon_e3e77746"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:2414","markus_a91ef582","","","False","","","markus ""Thank you. Will that be all?"" id markus_a91ef582"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:2416","macgon_5447ea83","","","False","","","macgon ""I have a feeling..."" id macgon_5447ea83"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:2417","markus_dd620b8a","","","False","","","markus ""Are you unwell?"" id markus_dd620b8a"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:2418","macgon_72415762","","","False","","","macgon ""...that my dress just caught on something."" id macgon_72415762"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:2420","macgon_a1d6af8f","","","False","","","macgon ""Oh, I think it happened when I was getting off the desk. I just need a second to put everything back."" id macgon_a1d6af8f"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:2422","markus_3e1ae2b6","","","False","","","markus ""Okay, then. If you don't mind... I'll sit in headmaster's chair."" id markus_3e1ae2b6"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:2424","macgon_fb69a0c7","","","False","","","macgon ""Of course, Sally, it is yours now. For the time being."" id macgon_fb69a0c7"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:2431","markus_225b1456","","","False","","","markus ""(Hmm. It is quite comfortable, minus the rusty springs! Oof, Eau de Old Man... I'll have to freshen it up.)"" id markus_225b1456"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:2434","macgon_19d88650","","","False","","","macgon ""Argh, I can't set it right..."" id macgon_19d88650"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:2436","markus_b6422748","","","False","","","markus ""Something wrong?"" id markus_b6422748"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:2438","macgon_dca9114e","","","False","","","macgon ""Yes, my skirt got caught on my stockings. And I cannot leave like this, what if students saw me..."" id macgon_dca9114e"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:2445","markus_6ecd38a6","","","False","","","markus ""Miss... Professor McGonagall..."" id markus_6ecd38a6"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:2447","macgon_33963ca3","","","False","","","macgon ""Yes, Sally?"" id macgon_33963ca3"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:2449","spiritold_ae4c806a","","","False","","","spiritold ""What are you doing? You need to stick to the actual events of the past."" id spiritold_ae4c806a"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:2451","markus_55b44231","","","False","","","markus ""But... I'm sure this is the truth... Pleasant and painful, but real..."" id markus_55b44231"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:2453","spiritold_52e3b762","","","False","","","spiritold ""Are you sure? It is easy to lose yourself in a dream world."" id spiritold_52e3b762"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:2457","macgon_5630e970","","","False","","","macgon ""Sally, you wanted something?"" nointeract id macgon_5630e970"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:2460","markus_67fd5bb3","","","False","","","markus ""No... This is wrong... Completely..."" id markus_67fd5bb3"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:2461","markus_fa0df745","","","False","","","markus ""I need to stop this... I..."" id markus_fa0df745"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:2466","markus_9dccd289","","","False","","","markus ""Well, do you need a hand? It's a skilful hand, I've been told."" id markus_9dccd289"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:2468","macgon_0849d312","","","False","","","macgon ""They weren't lying, but... I am not sure... It is so small, but I just cannot get it. Do you mind?"" id macgon_0849d312"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:2474","markus_d2334d0e","","","False","","","markus ""Of course not, I just need to see it a little closer. Where was it again?"" id markus_d2334d0e"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:2476","macgon_1f7bff6d","","","False","","","macgon ""Right here... On the left... Behind..."" id macgon_1f7bff6d"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:2485","markus_d7bd973b","","","False","","","markus ""Well, that doesn't look too bad. If you don't mind, I will take off your robe. It's in the way..."" id markus_d7bd973b"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:2487","macgon_71e382a6","","","False","","","macgon ""Yes, do so, quickly."" id macgon_71e382a6"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:2489","markus_a1cae22b","","","False","","","markus ""Here goes the robe...."" id markus_a1cae22b"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:2491","macgon_4e0b9357","","","False","","","macgon ""Do whatever needs to be done. Let me lean on the desk..."" id macgon_4e0b9357"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:2502","spiritold_4db0315e","","","False","","","spiritold ""How did it feel? To witness your past?"" id spiritold_4db0315e"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:2504","old_5adb4939","","","False","","","old ""So very... real."" id old_5adb4939"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:2506","spiritold_40b4ef1e","","","False","","","spiritold ""As real as your memories."" id spiritold_40b4ef1e"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:2508","old_7bdc8c47","","","False","","","old ""Don't play riddles with me."" id old_7bdc8c47"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:2510","spiritold_e7d7948d","","","False","","","spiritold ""Honestly, I don't know for sure myself. This method is experimental."" id spiritold_e7d7948d"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:2512","old_916ea182","","","False","","","old ""Come again?! I didn't sign up to be your lab rat!"" id old_916ea182"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:2514","spiritold_4edf9040","","","False","","","spiritold ""Ha, like you have anything to lose! And what's there to be nervous about, our first try proved quite successful."" id spiritold_4edf9040"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:2516","old_755b00db","","","False","","","old ""Don't test me. I'll pass every time."" id old_755b00db"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:2518","spiritold_1dc073f1","","","False","","","spiritold ""Come, now. The calmer you remain, the more we will see, and faster."" id spiritold_1dc073f1"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:2527","xandria_3cd1ad79","","","False","","","xandria ""It's the boss you want to talk to."" id xandria_3cd1ad79"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:2531","spiritold_e5fcc397","","","False","","","spiritold ""Not yet, Marcus"" id spiritold_e5fcc397"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:2538","old_62e4c7e7","","","False","","","old ""Mhm, on with it. The faster we start, the sooner I'll be able to forget your ugly mug."" id old_62e4c7e7"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:2540","spiritold_1ca6ca86","","","False","","","spiritold ""Then let us return to the crux of all things. The moment you became the headmaster. When it all started."" id spiritold_1ca6ca86"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:2542","old_9ddf067c","","","False","","","old ""And everything that comes next... will be the same as it was?"" id old_9ddf067c"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:2544","spiritold_9f2c07c9","","","False","","","spiritold ""You will act just as you did then. And so, your actions will land you here."" id spiritold_9f2c07c9"
