Identifier	Character	Dialogue	Filename	Line Number	Ren'Py Script
event_qb_fatal_climax_1_123985b1	S1	Получается, ты живешь ради членов? И умираешь ради членов? Какая многообещающая судьба, для протосса в виде тебя!	game/my_events_3.rpy	4459	S1 "[what]"
event_qb_fatal_climax_1_9584fc55		Королева Клинков продолжала мять мягкое тело под своими руками. Ее прикосновение приносили боль чувствительной коже. Все нервы были возбуждены до предела, вызывая невыносимое напряжение.	game/my_events_3.rpy	4473	"[what]"
event_qb_fatal_climax_1_cd4a4cb0	L	(Это выше моих сил!!! Я-я не выдержу!)	game/my_events_3.rpy	4496	L "[what]"
event_qb_fatal_climax_1_f6ce0665	S1	Ха! Твое хрупкое тело так интересно реагирует на боль. Такой диссонанс напряжения. Такая страсть!	game/my_events_3.rpy	4497	S1 "[what]"
event_qb_fatal_climax_1_bf5ed51b	S1	Что же происходит в твоей маленькой голове? Она понимает, что чувствует, или просто бредит?	game/my_events_3.rpy	4519	S1 "[what]"
event_qb_fatal_climax_1_1d196873	L	(ММММММ!!!)	game/my_events_3.rpy	4531	L "[what]"
event_qb_fatal_climax_1_2b745800	S1	Бредит... Но оно и к лучшему. Если бы ты осознала все, что чувствуешь, то уже бы давно сошла бы с ума.	game/my_events_3.rpy	4542	S1 "[what]"
event_qb_fatal_climax_1_18ec9fd1	S1	Мы же... не хотим этого?	game/my_events_3.rpy	4556	S1 "[what]"
event_qb_fatal_climax_1_a67d7b39		Королева Клинков говорила с паузами, уделяя большее внимание своим движениям. Собственное физическое удовольствие в очередной раз отошло на задний план. Девушка знала, что она тоже кончит. Кончит от ментальных, а не телесных ощущений.	game/my_events_3.rpy	4557	"[what]"
event_qb_fatal_climax_1_9949c046	L	А-А-А-АААХ!!!	game/my_events_3.rpy	4569	L "[what]"
event_qb_fatal_climax_1_9796773b	S1	Лиззара! Ты кричишь так, будто тебя здесь убивают! Погоди... Именно этим мы и собираемся заняться, ХА-ХА-ХА!!!!	game/my_events_3.rpy	4581	S1 "[what]"
event_qb_fatal_climax_1_97724111	L	(Кто... МММММ!!! ИЗ НАС СХОДИТ С УМА?)	game/my_events_3.rpy	4593	L "[what]"
event_qb_fatal_climax_1_ecc55b05	L	(АХ! ЧЕРТ...)	game/my_events_3.rpy	4597	L "[what]"
event_qb_fatal_climax_1_6d3d6ba6	S1	Ты еще не видела меня на грани безумия...	game/my_events_3.rpy	4609	S1 "[what]"
event_qb_fatal_climax_1_0e8106d2		Девушка звонко шлепнула протосса по ягодицам, наращивая темп. Лиззара с трудом держалась на ногах, надеясь только на то, что хватки одной руки Королевы Клинков будет достаточно для ее удержания. Все происходящее казалось чем-то на грани фантастики.	game/my_events_3.rpy	4617	"[what]"
event_qb_fatal_climax_1_3a6c134e	L	(Э-это все ближе...)	game/my_events_3.rpy	4621	L "[what]"
event_qb_fatal_climax_1_486dfaeb		Протосс не сразу заметила легкое беспокойство, нарастающее комом в груди. Дышать стало трудно не только от того, что Королева Клинков медленно перекрывала доступ к кислороду, но и от осознания скорой смерти.	game/my_events_3.rpy	4630	"[what]"
event_qb_fatal_climax_1_fd2d843a	L	(Мф...)	game/my_events_3.rpy	4634	L "[what]"
event_qb_fatal_climax_1_764e8c0b	S1	Помнишь это чувство, да? Паника, которая тебя охватывает с ног до головы... А ведь тогда все произошло за считанные секунды. И все это было в новинку.	game/my_events_3.rpy	4647	S1 "[what]"
event_qb_fatal_climax_1_0164504e	S1	Но теперь ты все знаешь. И понимаешь, что с тобой будет. Знаешь, что вернешься к жизни, а мозг все равно бьет тревогу. И она будет нарастать...	game/my_events_3.rpy	4648	S1 "[what]"
event_qb_fatal_climax_1_2df10918	S1	Сначала ты захочешь вырваться. Потом ты будешь умолять остановиться, а затем биться в конвульсиях, чтобы выжить. Если у тебя будут силы, конечно.	game/my_events_3.rpy	4661	S1 "[what]"
event_qb_fatal_climax_1_da782fc1	L	(З-зачем ты говоришь об этом... Так?)	game/my_events_3.rpy	4662	L "[what]"
event_qb_fatal_climax_1_3be68c6c		Королева Клинков облизнулась, садистски улыбаясь. Уровень кислорода в крови протосса медленно и томно падал, давая о себе знать легким головокружением. Лиззара не могла контролировать тот животный страх, который она ощущала.	game/my_events_3.rpy	4676	"[what]"
event_qb_fatal_climax_1_2b543861	S1	Вот это безумные игры. Ты знаешь, чем все закончится, но тебе все равно страшно. Ты не можешь пересилить себя... Пока.	game/my_events_3.rpy	4677	S1 "[what]"
event_qb_fatal_climax_1_d4ad79c8	S1	Для тебя это тайна, но я-то знаю, что случается с существами после всего курса... Хе-хе.	game/my_events_3.rpy	4678	S1 "[what]"
event_qb_fatal_climax_1_482d9f85	L	(Что после...?)	game/my_events_3.rpy	4690	L "[what]"
event_qb_fatal_climax_1_8d890d42		Ехидный смешок был последним, что оставляло Лиззару в сознании. Мозг судорожно искал способ выжить. Каждая клетка получила второй толчок к жизни, разум был на пике своих возможностей, но Лиззара знала точно. Все это бесполезно.	game/my_events_3.rpy	4702	"[what]"
event_qb_fatal_climax_1_f1311e92	S1	Ты ведь не забыла, что это смертельный, но все же оргазм? Представь, каково это: кончить, когда ты так боишься?	game/my_events_3.rpy	4714	S1 "[what]"
event_qb_fatal_climax_1_9de6b023	L	(ЭТО НЕВОЗМОЖНО!)	game/my_events_3.rpy	4715	L "[what]"
event_qb_fatal_climax_1_aefb602e		Королева Клинков даже не собиралась останавливаться. Она специально доводила Лиззару до отчаянья, наслаждалась ее паникой. Девушке хотелось усложнить свою задачу по максимуму. Ее уверенность в том, что она заставит ее кончит, ни на секунду не пошатнулась.	game/my_events_3.rpy	4738	"[what]"
event_qb_fatal_climax_1_be9b2cdc	L	(Это бред! БРЕД!)	game/my_events_3.rpy	4751	L "[what]"
event_qb_fatal_climax_1_bf775c31		Протосс замерла в изумлении, ощущая проникновения члена по-новому. Страх обостряет ощущения настолько, что это выходило за рамки мироощущения Лиззары.	game/my_events_3.rpy	4763	"[what]"
event_qb_fatal_climax_1_8d740eb4	L	(Я... К-КАК?! ЭТО... ЧТО ТЫ ДЕЛАЕШЬ?!)	game/my_events_3.rpy	4775	L "[what]"
event_qb_fatal_climax_1_3c117f70		В Королеве Клинков проснулся еще больший интерес от того, как только протосс мельтешила от страха к возбуждению.	game/my_events_3.rpy	4786	"[what]"
event_qb_fatal_climax_1_9a1d1b44	S1	Ах... Я так тебе завидую! Я еще никогда не проделывала такое ни с кем. Ты первая...	game/my_events_3.rpy	4787	S1 "[what]"
event_qb_fatal_climax_1_d0ba8a55	L	(БОЖЕ! ЧТО? ААААА-Х!)	game/my_events_3.rpy	4800	L "[what]"
event_qb_fatal_climax_1_5225d396	L	(П-ПЕРВА! МММмм...!)	game/my_events_3.rpy	4822	L "[what]"
event_qb_fatal_climax_1_8fbe058d		Лиззара становилась все тише, но сохраняла ясность ума. Она не могла понять, что именно впервые с ней делали. И с каждой секундой ей становилось безразлично это. Тело рефлекторно реагировало на прикосновения и думало только об этом.	game/my_events_3.rpy	4834	"[what]"
event_qb_fatal_climax_1_334222d1	S1	Ммм, а это чувство, как ты сжимаешь мой член... это не передать словами! Сейчас ты такая тугая!	game/my_events_3.rpy	4835	S1 "[what]"
event_qb_fatal_climax_1_75280a3c	L	(Я... Я... Я не... Ах!)	game/my_events_3.rpy	4847	L "[what]"
event_qb_fatal_climax_1_78670266	S1	Стоит мне только один раз прикоснуться... Сделать всего лишь одно движение... в твоей тугой киске. Это будет фейерверк! Ты готова?	game/my_events_3.rpy	4848	S1 "[what]"
event_qb_fatal_climax_1_405b9835	L	(Я? Я... У-умираю.. Н-не хват...)	game/my_events_3.rpy	4855	L "[what]"
event_qb_fatal_climax_1_3199ef7b	S1	Конечно, ты готова!	game/my_events_3.rpy	4864	S1 "[what]"
event_qb_fatal_climax_1_90a6862d		Королева Клинков от предвкушения прокусила губу, слизывая собственную кровь. Ее пальцы шагали сантиметр за сантиметром по холодеющей коже Лиззары. Тело подергивалось все больше, накапливая всю энергию в набухшем органе.	game/my_events_3.rpy	4865	"[what]"
event_qb_fatal_climax_1_a82ba1c8	S1	И...	game/my_events_3.rpy	4872	S1 "[what]"
event_qb_fatal_climax_1_65de5903	extend	 {size=+8}МОМЕНТ СМЕРТЕЛЬНОГО ОРГАЗМА!!!	game/my_events_3.rpy	4873	extend "[what]"
event_qb_fatal_climax_1_694ab0d4	L	{size=+4}(АААААААААААА-АХ!!!)	game/my_events_3.rpy	4883	L "[what]" with shake_20
event_qb_fatal_climax_1_11f656de		Лиззара должна была чувствовала невероятную боль, но ощущала все иначе, не осознавая, почему все происходит именно так. В этот момент она смутно помнила прошлый раз, как будто его подтерли из памяти, но точно была уверена, что это чувство ей знакомо.	game/my_events_3.rpy	4889	"[what]"
event_qb_fatal_climax_1_ba1d53e9	L	Ммммф... В-возд...	game/my_events_3.rpy	4895	L "[what]" with shake_20
event_qb_fatal_climax_1_2e3e0e0a		Боли не было, на ее месте оказалось неудержимое удовольствие в тот момент когда Королева Клинков достигла пункта назначения. Пальцы еще какое-то время кружили над Лиззарой, элегантными движениями вырисовывая некий силуэт, прежде чем опуститься на 'пусковой механизм'.	game/my_events_3.rpy	4912	"[what]"
event_qb_fatal_climax_1_67640d5c		Лиззара уже не шевелилась, изредка подергиваясь от судорог, неистово продолжая сжимать член Королевы клинков. Но неожиданно нахлынувший оргазм заставил ее прийти в себя и продлить последние секунды жизни.	game/my_events_3.rpy	4928	"[what]"
event_qb_fatal_climax_1_267b335d		Протосс как будто очнулась после долгого и глубокого сна, не понимая, что происходит вокруг, но реагируя на отдаленно знакомые, сконцентрированные чувства.	game/my_events_3.rpy	4936	"[what]" with shake_05
event_qb_fatal_climax_1_bf18eacb	L	{size=+6}ХААА-ААА!!	game/my_events_3.rpy	4951	L "[what]"
event_qb_fatal_climax_1_6f7e799e		Лиззара ощущала восторг от того, что ей приходилось переживать. Вся пытка возместилась несколькими мгновениями неземного удовольствия, которое протосс даже не могла осознать.	game/my_events_3.rpy	4972	"[what]"
event_qb_fatal_climax_1_8e378b7b	L	БОЖЕ!	game/my_events_3.rpy	5000	L "[what]" with shake_05
event_qb_fatal_climax_1_5afa6ae5		Лиззара ликовала, забыв о жизни и смерти. Ей хотелось застрять в этом моменте навечно, сделать это чувство привычным. Все прошлые оргазмы показались ей пылью и слова Королевы Клинков открылись с новой стороны.	game/my_events_3.rpy	5001	"[what]"
event_qb_fatal_climax_1_a05779c2	L	{size=+6}(Еще! Я хочу еще!)	game/my_events_3.rpy	5015	L "[what]" with shake_10
event_qb_fatal_climax_1_de2f7da3	L	({size=+8}Я ХОЧУ ТОЛЬКО ТАК!)	game/my_events_3.rpy	5028	L "[what]" with shake_10
event_qb_fatal_climax_1_f4eb0711		Королева Клинков не вытаскивала член, позволяя протоссу насладиться происходящим во всех возможных гранях. Она видела, что тело угасает, но разум горит от переизбытка энергии, проходящей по каждому нейронному соединению. Девушка чувствовала себя художником, создавшим шедевр.	game/my_events_3.rpy	5043	"[what]"
event_qb_fatal_climax_1_323b8a82	S1	(Как жаль, что никто не может проникнуться этим...)	game/my_events_3.rpy	5059	S1 "[what]" with shake_05
event_qb_fatal_climax_1_cfe6f5d1	L	(К...)	game/my_events_3.rpy	5074	L "[what]" with shake_05
event_qb_fatal_climax_1_2b4027aa	L	(Ммг...)	game/my_events_3.rpy	5079	L "[what]" with shake_05
event_qb_fatal_climax_1_1eae5b88		Остатка сил не хватило даже на то, чтобы тело дернулось в последний раз. Лиззара застыла в руках Королевы Клинков, каменея и холодея, становясь мраморным изображением смертельного оргазма.	game/my_events_3.rpy	5143	"[what]"
event_qb_fatal_climax_1_a3cc58af		Королева Клинков отпустила протосса, наблюдая как та неуклюже падает на землю. Во второй раз это уже не было так увлекательно. Девушка знала, что постепенно пробуждения для существа становятся привычными и больше нет того удивления и интереса.	game/my_events_3.rpy	5155	"[what]"
event_qb_fatal_climax_1_fcbae6c5	S1	И все же! Забавно вышло.	game/my_events_3.rpy	5165	S1 "[what]"
event_qb_fatal_climax_1_5e6cf253		Королева Клинков продолжала рассуждать о содеянном, выжидая. После пары раз она точно знала, что оживлять существо сразу после смерти будет плохой идеей.	game/my_events_3.rpy	5175	"[what]"
event_qb_fatal_climax_1_0ede18a6	S1	Ну что же... Похоже, пора.	game/my_events_3.rpy	5181	S1 "[what]"
event_qb_fatal_climax_1_f5c6cec3	S1	А теперь самое время помочь нашей девочке проснуться!	game/my_events_3.rpy	5185	S1 "[what]"
event_qb_fatal_climax_1_cfe6f5d1_1	L	(К...)	game/my_events_3.rpy	5194	L "[what]" with shake_05
event_qb_fatal_climax_1_126f6670	L	Ах... АХ! АХ!!!	game/my_events_3.rpy	5205	L "[what]" with shake_05
event_qb_fatal_climax_1_fc1c9628		Королева клинков с еще большим напором налегла на беззащитную киску Лиззары. Не оставляя ей и шанса на прохлаждение.	game/my_events_3.rpy	5217	"[what]"
event_qb_fatal_climax_1_24185e80	L	Я ЖИВА!	game/my_events_3.rpy	5229	L "[what]" with shake_05
event_qb_fatal_climax_1_0f144bb4	S1	Ха-ха-ха, конечно же жива, мы же это уже проходили.	game/my_events_3.rpy	5230	S1 "[what]"
event_qb_fatal_climax_1_e3615097		В это же время Лиззара попыталась осмотреть себя с ног до головы, выглядя облегченно. Страх все еще читался в ее глазах, но у нее не было времени осознать все как следует.	game/my_events_3.rpy	5242	"[what]"
event_qb_fatal_climax_1_fc608260	L	Ах... П-постой! Я сейчас очень чувствительна! Это было...	game/my_events_3.rpy	5253	L "[what]" with shake_05
event_qb_fatal_climax_1_ff9ab39c	S1	Я знаю-знаю. Ха-ха-ха! Это все ради тебя, чтобы привести тебя в чувство!	game/my_events_3.rpy	5254	S1 "[what]"
event_qb_fatal_climax_1_914a2fea	L	Ах!! Н-нет, остановись... ведь я уже в сознании, со мной все хорошо. ММММ!	game/my_events_3.rpy	5276	L "[what]" with shake_05
event_qb_fatal_climax_1_f921c7bf		Пытаясь переварить все, что происходит, протосс осматривалась по сторонам, пытаясь зацепиться хоть за что-то. Тело все еще пульсировало и немело, но толчки постепенно возвращали все на свои места.	game/my_events_3.rpy	5288	"[what]"
event_qb_fatal_climax_1_764841e8	S1	Ха-ха-ха, а вот я так не думаю. Мне кажется, что ты еще не совсем пришла в себя. Но не переживай, я не перестану тебя трахать!	game/my_events_3.rpy	5289	S1 "[what]"
event_qb_fatal_climax_1_333993b0	L	Аххх!! Н-нет, остановись! Я не выдержу!	game/my_events_3.rpy	5309	L "[what]" with shake_05
event_qb_fatal_climax_1_ba3e1c78	S1	Ну же, ну же... не одной тебе получать удовольствие, правильно?	game/my_events_3.rpy	5320	S1 "[what]" with shake_05
event_qb_fatal_climax_1_7778f9b6	L	(Ах... это не правильно, в моей голове смешиваются чувства...)	game/my_events_3.rpy	5331	L "[what]" with shake_05
event_qb_fatal_climax_1_317d0ad2	L	(Она хочет перезаписать мои впечатления о чем-то столь ужасном, как смерть...)	game/my_events_3.rpy	5343	L "[what]"
event_qb_fatal_climax_1_7bf7c73a	intro		game/my_events_3.rpy	5382	intro "[what]"
event_qb_fatal_climax_1_21004af3	S1	Ааа, ты уже очнулась?	game/my_events_3.rpy	5404	S1 "[what]"
event_qb_fatal_climax_1_eece5801	L	Я... Снова почти ничего не помню... Но... похоже, хочу помнить.	game/my_events_3.rpy	5405	L "[what]"
event_qb_fatal_climax_1_fcac719b	S1	До твоего смертельного орагзма? Или... после?	game/my_events_3.rpy	5406	S1 "[what]"
event_qb_fatal_climax_1_9993b94e	L	...	game/my_events_3.rpy	5407	L "[what]"
event_qb_fatal_climax_1_7dd3b878	L	После... когда ты меня сразу после него начала...	game/my_events_3.rpy	5408	L "[what]"
event_qb_fatal_climax_1_c2c86b9f	S1	Хах, зато я помню, как ты визжала... Но это нормально. Никто не помнит шокирующих вещей в подробностях, а кто-то не помнит их вовсе. Психика вытесняет шокирующий опыт, чтобы не нарушить баланс.	game/my_events_3.rpy	5409	S1 "[what]"
event_qb_fatal_climax_1_085e5b29	S1	Но приятное всегда отпечатывается... По крайней мере, в нашем подсознании.	game/my_events_3.rpy	5410	S1 "[what]"
event_qb_fatal_climax_1_c35d4e3f		Лиззара была удивлена, наблюдая за объяснением девушки. Королева Клинков выглядела... обычно. Как будто просто пришла поболтать и снова позлить протосса, чтобы повеселиться.	game/my_events_3.rpy	5411	"[what]"
event_qb_fatal_climax_1_51da4b54	S1	Почему ты так смотришь, как будто ждешь чего-то еще?	game/my_events_3.rpy	5412	S1 "[what]"
event_qb_fatal_climax_1_7b3043c8	L	Ты сказала, что делаешь что-то со мной впервые... А выглядишь так, словно проделала нечто обычное.	game/my_events_3.rpy	5413	L "[what]"
event_qb_fatal_climax_1_f5f92fca	S1	Ты разочарована? Ожидала от меня какой-то бурной реакции?	game/my_events_3.rpy	5414	S1 "[what]"
event_qb_fatal_climax_1_acf1ab22	L	Н-нет... Наверное нет.	game/my_events_3.rpy	5415	L "[what]"
event_qb_fatal_climax_1_8bdf7207	S1	Ха-ха-ха, делать необычное для меня обычно. Это просто эксперименты, понимаешь? Мы можем испытывать себя физически, но вот морально... В какой-то мере, но мало. Для этого нужен кто-то еще.	game/my_events_3.rpy	5416	S1 "[what]"
event_qb_fatal_climax_1_9993b94e_1	L	...	game/my_events_3.rpy	5417	L "[what]"
event_qb_fatal_climax_1_a869e23b	S1	Я не могу задушить себя и кончить одновременно. Хотя есть парочка, возможно... но это все не то...	game/my_events_3.rpy	5418	S1 "[what]"
event_qb_fatal_climax_1_e284eff8	S1	Мне остается только смотреть на вас и изучать, что происходит в ваших черепушках. Тебе повезло, что ты смогла это пережить. Точнее, сохранить рассудок.	game/my_events_3.rpy	5419	S1 "[what]"
event_qb_fatal_climax_1_def5c4f8	S1	Честно сказать, когда я впервые посмотрела на тебя, то не думала, что ты зайдешь так далеко.	game/my_events_3.rpy	5420	S1 "[what]"
event_qb_fatal_climax_1_b49a670b	L	Ты можешь попросить другого...	game/my_events_3.rpy	5421	L "[what]"
event_qb_fatal_climax_1_944d7833	S1	Другого? Ха, тут я соглашусь с Сарой по поводу твоей наивности.	game/my_events_3.rpy	5422	S1 "[what]"
event_qb_fatal_climax_1_b794d00a	L	Ха??? Н-наивности.	game/my_events_3.rpy	5423	L "[what]"
event_qb_fatal_climax_1_81f05665	S1	Да... именно так.	game/my_events_3.rpy	5424	S1 "[what]"
event_qb_fatal_climax_1_cd87c226	S1	Это все балансирование на грани, не хватит опыта и эксперимент провалится. БАХ! Все пропало...	game/my_events_3.rpy	5425	S1 "[what]"
event_qb_fatal_climax_1_13edeb67		Королева Клинков хлопнула в ладоши, изображая полностью схлопнувшийся план.	game/my_events_3.rpy	5426	"[what]"
event_qb_fatal_climax_1_ad9cb345	L	Это значит...	game/my_events_3.rpy	5427	L "[what]"
event_qb_fatal_climax_1_928d7d44	S1	Ну если учесть, что в тебе мои паразиты, то умереть ты, скорей всего, не сможешь...	game/my_events_3.rpy	5428	S1 "[what]"
event_qb_fatal_climax_1_856885ea	L	С-скорей всего? П-постой, тогда я... могла умереть?	game/my_events_3.rpy	5429	L "[what]"
event_qb_fatal_climax_1_39c5ebdd	S1	Ха-ха-ха, конечно могла, в этом мире нет ничего бессмертного. По крайней мере, исходя из той информации, что мне доступна.	game/my_events_3.rpy	5430	S1 "[what]"
event_qb_fatal_climax_1_902d589d	S1	Ты ведь наверное догадываешься, что зерги тоже не бессмертны. И вы, протоссы, тоже… Да, вы долго живете, но то, из чего состоит наше тело... рано или поздно начнет разлагаться.	game/my_events_3.rpy	5431	S1 "[what]"
event_qb_fatal_climax_1_eced4c7f	S1	Время, конечно, еще есть. Кто знает, какие секреты откроются нам еще...	game/my_events_3.rpy	5432	S1 "[what]"
event_qb_fatal_climax_1_0bbd0095	S1	Хм...	game/my_events_3.rpy	5433	S1 "[what]"
event_qb_fatal_climax_1_571d56ec		Королева клинков на секундочку задумалась о своем.	game/my_events_3.rpy	5434	"[what]"
event_qb_fatal_climax_1_715f1750	S1	А, да... Возвращаясь к нашей теме.	game/my_events_3.rpy	5435	S1 "[what]"
event_qb_fatal_climax_1_6744f500	S1	Кроме смерти есть вещи и похуже. Можно полностью потеряться, лишиться рассудка, стать сексуальной куклой. Но тебе повезло, ты крепкий орешек.	game/my_events_3.rpy	5436	S1 "[what]"
event_qb_fatal_climax_1_9993b94e_2	L	...	game/my_events_3.rpy	5437	L "[what]"
event_qb_fatal_climax_1_76fff07a	S1	Нужно будет как-то попробовать поиграться с еще одним протоссом. Узнать, все ли вы такие устойчивые или же нет...	game/my_events_3.rpy	5438	S1 "[what]"
event_qb_fatal_climax_1_7cba5896	L	Эй, даже не думай!	game/my_events_3.rpy	5439	L "[what]"
event_qb_fatal_climax_1_e34392d3	S1	Ха-ха-ха, и что же ты сделаешь? Перестань, только этого нам еще здесь не хватало.	game/my_events_3.rpy	5440	S1 "[what]"
event_qb_fatal_climax_1_9993b94e_3	L	...	game/my_events_3.rpy	5441	L "[what]"
event_qb_fatal_climax_1_1ef93b83	S1	Ладно, поболтали и хватит. Что-то ты своим жалким видом выбила меня из колеи, хватит прохлаждаться, у меня еще куча дел.	game/my_events_3.rpy	5442	S1 "[what]"
event_qb_fatal_climax_1_f5334a25		Девушка равнодушно пожала плечами, не собираясь задерживаться там ни секунды. Лиззара осталась одна, прокручивая вопрос у себя в голове и не находя внятных ответов.	game/my_events_3.rpy	5443	"[what]"
event_qb_fatal_climax_1_05450920	L	Мне кажется или это был первый раз, когда она... просто со мной поговорила?	game/my_events_3.rpy	5444	L "[what]"
event_qb_fatal_climax_1_b39d24b7	L	Даже не по себе как-то после такого...	game/my_events_3.rpy	5445	L "[what]"
event_qb_fatal_climax_1_36e1faa7	L	Бр-р-р-р-р... аж мурашки по коже прошлись...	game/my_events_3.rpy	5446	L "[what]"
S_852771bb	S	Yikes! What a disgusting thing?! Gross! It even pulsates.	game/tl/english/my_label.rpy	5	S "[what]" id S_852771bb
S_5477b212	S	I won't come anywhere close to it.	game/tl/english/my_label.rpy	11	S "[what]" id S_5477b212
S_3c051d1e	S	This food ain't that bad...	game/tl/english/my_label.rpy	17	S "[what]" id S_3c051d1e
S_4917f72b	S	Hehehe!	game/tl/english/my_label.rpy	23	S "[what]" id S_4917f72b
S_7e3f4d7b	S	It really isn't...	game/tl/english/my_label.rpy	29	S "[what]" id S_7e3f4d7b
S_925cb416	S	I have to eat something...	game/tl/english/my_label.rpy	35	S "[what]" id S_925cb416
S_cdd5ba4e	S	I'm staying away from it as far as possible!	game/tl/english/my_label.rpy	41	S "[what]" id S_cdd5ba4e
narrator_89f91884		I've eaten today already.	game/tl/english/my_label.rpy	47	"[what]" id narrator_89f91884
S_cdd5ba4e_1	S	I'm staying away from it as far as possible!	game/tl/english/my_label.rpy	53	S "[what]" id S_cdd5ba4e_1
S_852771bb_1	S	Yikes! What a disgusting thing?! Gross! It even pulsates.	game/tl/english/my_label.rpy	59	S "[what]" id S_852771bb_1
S_5477b212_1	S	I won't come anywhere close to it.	game/tl/english/my_label.rpy	65	S "[what]" id S_5477b212_1
narrator_631162b1		Done	game/tl/english/my_label.rpy	71	"[what]" id narrator_631162b1
narrator_7d869b9e		Done	game/tl/english/my_label.rpy	77	"[what]" id narrator_7d869b9e
narrator_7abc3db7		Sarah caught sight of the familiar tentacles and stared at them thoughtfully.	game/tl/english/my_label.rpy	83	"[what]" id narrator_7abc3db7
S_b78759b7	S	(That was only recently... brats...)	game/tl/english/my_label.rpy	89	S "[what]" id S_b78759b7
S_65e7440e	S	Hm... I could try again. Much has happened since then. Maybe now I can even implement my plan.	game/tl/english/my_label.rpy	95	S "[what]" id S_65e7440e
S_c5835510	S	But what's the point of it... although I could teach Stukov a lesson, just for fun.	game/tl/english/my_label.rpy	101	S "[what]" id S_c5835510
S_d059ace7	S	But I have this from them.	game/tl/english/my_label.rpy	107	S "[what]" id S_d059ace7
S_0cf94554	S	Though what it's supposed to be... I still don't know...	game/tl/english/my_label.rpy	113	S "[what]" id S_0cf94554
S_7318e564	S	Hahaha, okay, I don't have time for stupid games, i need to focus on your current tasks.	game/tl/english/my_label.rpy	119	S "[what]" id S_7318e564
S_c2ced3f0	S	No, never... I'm never touching them again. I trusted them with my body, and they... they only want one thing.	game/tl/english/my_label.rpy	125	S "[what]" id S_c2ced3f0
S_87b11d2c	S	Traitors!	game/tl/english/my_label.rpy	131	S "[what]" id S_87b11d2c
S_84838904	S	This is the place where Stukov tied me up a few times. I don't even want to remember that...	game/tl/english/my_label.rpy	137	S "[what]" id S_84838904
S_658e9166	S	I think what I've done already is enough for today.	game/tl/english/my_label.rpy	143	S "[what]" id S_658e9166
S_563714ef	S	I...	game/tl/english/my_label.rpy	149	S "[what]" id S_563714ef
S_fbb1f136	S	I'll... leave interacting with this tentacle for later... for my own safety...	game/tl/english/my_label.rpy	155	S "[what]" id S_fbb1f136
S_7d4bbae0	S	A button to call Stukov. Here everything looks bizarre. Even that button.	game/tl/english/my_label.rpy	161	S "[what]" id S_7d4bbae0
A_427eb046	A	Hehehe, there she is, haha. Sarah, the lady of the tentacles.	game/tl/english/my_label.rpy	167	A "[what]" id A_427eb046
S_b32e31f6	S	S-shut up...	game/tl/english/my_label.rpy	173	S "[what]" id S_b32e31f6
A_b75dfd6d	A	Ahaha!	game/tl/english/my_label.rpy	179	A "[what]" id A_b75dfd6d
A_0060f04c	A	Hell, something like this deserves an achievement!	game/tl/english/my_label.rpy	185	A "[what]" id A_0060f04c
S_8d552cc6	S	What achievements, you dirty pervert?	game/tl/english/my_label.rpy	191	S "[what]" id S_8d552cc6
A_8089bd18	A	These.	game/tl/english/my_label.rpy	197	A "[what]" id A_8089bd18
S_49ae82a9	S	!!!	game/tl/english/my_label.rpy	203	S "[what]" id S_49ae82a9
S_882e633b	S	H-how did you do that???	game/tl/english/my_label.rpy	209	S "[what]" id S_882e633b
A_491ac6a7	A	Hahaha, I don't know. Don't even ask.	game/tl/english/my_label.rpy	215	A "[what]" id A_491ac6a7
S_ee2fde1a	S	W-what a strange feeling...	game/tl/english/my_label.rpy	221	S "[what]" id S_ee2fde1a
A_cce36f11	A	But now you have a new title available.	game/tl/english/my_label.rpy	227	A "[what]" id A_cce36f11
S_1cf196d9	S	Don't you dare call me that!	game/tl/english/my_label.rpy	233	S "[what]" id S_1cf196d9
A_b6147530	A	What?	game/tl/english/my_label.rpy	239	A "[what]" id A_b6147530
S_470958ae	S	You know what, don't be silly.	game/tl/english/my_label.rpy	245	S "[what]" id S_470958ae
A_6fc6df10	A	Okay, okay, so what did you call me for?	game/tl/english/my_label.rpy	251	A "[what]" id A_6fc6df10
S_799d9a8c	S	I can't do this right now, I should put the lingerie on first...	game/tl/english/my_label.rpy	257	S "[what]" id S_799d9a8c
S_1d0a6776	S	...	game/tl/english/my_label.rpy	263	S "[what]" id S_1d0a6776
S_08712495	S	I think, nothing bad will happen if we take a walk.	game/tl/english/my_label.rpy	269	S "[what]" id S_08712495
S_c929907e	S	And training will be more effective.	game/tl/english/my_label.rpy	275	S "[what]" id S_c929907e
S_6c374a85	S	Not that pervert! He's the last person I'd want to be seen by right now.	game/tl/english/my_label.rpy	281	S "[what]" id S_6c374a85
S_2dc1f4e5	S	I'm quite tired...	game/tl/english/my_label.rpy	287	S "[what]" id S_2dc1f4e5
S_1d0a6776_1	S	...	game/tl/english/my_label.rpy	293	S "[what]" id S_1d0a6776_1
S_8edec579	S	I have to put on that lewd underwear first...	game/tl/english/my_label.rpy	299	S "[what]" id S_8edec579
S_1d0a6776_2	S	...	game/tl/english/my_label.rpy	305	S "[what]" id S_1d0a6776_2
S_557c017d	S	(Do I really have to do it...)	game/tl/english/my_label.rpy	311	S "[what]" id S_557c017d
C_50eac14c	C	(If you want to escape, yes.)	game/tl/english/my_label.rpy	317	C "[what]" id C_50eac14c
